Codigo_dpto,dpto,Codigo_prov,Prov,Codigo_dist,dist
02, Áncash,19, Sihuas,07, Quiches
02, Áncash,19, Sihuas,08, Ragash
02, Áncash,19, Sihuas,09, San Juan
02, Áncash,19, Sihuas,10, Sicsibamba
02, Áncash,20, Yungay,01, Yungay
02, Áncash,20, Yungay,02, Cascapara
02, Áncash,20, Yungay,03, Mancos
02, Áncash,20, Yungay,04, Matacoto
02, Áncash,20, Yungay,05, Quillo
02, Áncash,20, Yungay,06, Ranrahirca
02, Áncash,20, Yungay,07, Shupluy
02, Áncash,20, Yungay,08, Yanama
03, Apurímac,01, Abancay,01, Abancay
03, Apurímac,01, Abancay,02, Chacoche
03, Apurímac,01, Abancay,03, Circa
03, Apurímac,01, Abancay,04, Curahuasi
03, Apurímac,01, Abancay,05, Huanipaca
03, Apurímac,01, Abancay,06, Lambrama
03, Apurímac,01, Abancay,07, Pichirhua
03, Apurímac,01, Abancay,08, San Pedro de Cachora
03, Apurímac,01, Abancay,09, Tamburco
03, Apurímac,02, Andahuaylas,01, Andahuaylas
03, Apurímac,02, Andahuaylas,02, Andarapa
03, Apurímac,02, Andahuaylas,03, Chiara
03, Apurímac,02, Andahuaylas,04, Huancarama
03, Apurímac,02, Andahuaylas,05, Huancaray
03, Apurímac,02, Andahuaylas,06, Huayana
03, Apurímac,02, Andahuaylas,07, Kishuara
03, Apurímac,02, Andahuaylas,08, Pacobamba
03, Apurímac,02, Andahuaylas,09, Pacucha
03, Apurímac,02, Andahuaylas,10, Pampachiri
03, Apurímac,02, Andahuaylas,11, Pomacocha
03, Apurímac,02, Andahuaylas,12, San Antonio de Cachi
03, Apurímac,02, Andahuaylas,13, San Jerónimo
03, Apurímac,02, Andahuaylas,14, San Miguel de Chaccrampa
03, Apurímac,02, Andahuaylas,15, Santa María de Chicmo
03, Apurímac,02, Andahuaylas,16, Talavera
03, Apurímac,02, Andahuaylas,17, Tumay Huaraca
03, Apurímac,02, Andahuaylas,18, Turpo
03, Apurímac,02, Andahuaylas,19, Kaquiabamba
03, Apurímac,02, Andahuaylas,20, José María Arguedas
03, Apurímac,03, Antabamba,01, Antabamba
03, Apurímac,03, Antabamba,02, El Oro
03, Apurímac,03, Antabamba,03, Huaquirca
03, Apurímac,03, Antabamba,04, Juan Espinoza Medrano
03, Apurímac,03, Antabamba,05, Oropesa
03, Apurímac,03, Antabamba,06, Pachaconas
03, Apurímac,03, Antabamba,07, Sabaino
03, Apurímac,04, Aymaraes,01, Chalhuanca
03, Apurímac,04, Aymaraes,02, Capaya
03, Apurímac,04, Aymaraes,03, Caraybamba
03, Apurímac,04, Aymaraes,04, Chapimarca
03, Apurímac,04, Aymaraes,05, Colcabamba
03, Apurímac,04, Aymaraes,06, Cotaruse
03, Apurímac,04, Aymaraes,07, Ihuayllo
03, Apurímac,04, Aymaraes,08, Justo Apu Sahuaraura
03, Apurímac,04, Aymaraes,09, Lucre
03, Apurímac,04, Aymaraes,10, Pocohuanca
03, Apurímac,04, Aymaraes,11, San Juan de Chacña
03, Apurímac,04, Aymaraes,12, Sañayca
03, Apurímac,04, Aymaraes,13, Soraya
03, Apurímac,04, Aymaraes,14, Tapairihua
03, Apurímac,04, Aymaraes,15, Tintay
03, Apurímac,04, Aymaraes,16, Toraya
03, Apurímac,04, Aymaraes,17, Yanaca
03, Apurímac,05, Cotabambas,01, Tambobamba
03, Apurímac,05, Cotabambas,02, Cotabambas
03, Apurímac,05, Cotabambas,03, Coyllurqui
03, Apurímac,05, Cotabambas,04, Haquira
03, Apurímac,05, Cotabambas,05, Mara
03, Apurímac,05, Cotabambas,06, Challhuahuacho
03, Apurímac,06, Chincheros,01, Chincheros
03, Apurímac,06, Chincheros,02, Anco_Huallo
03, Apurímac,06, Chincheros,03, Cocharcas
03, Apurímac,06, Chincheros,04, Huaccana
03, Apurímac,06, Chincheros,05, Ocobamba
03, Apurímac,06, Chincheros,06, Ongoy
03, Apurímac,06, Chincheros,07, Uranmarca
03, Apurímac,06, Chincheros,08, Ranracancha
03, Apurímac,06, Chincheros,09, Rocchacc
03, Apurímac,06, Chincheros,10, El Porvenir
03, Apurímac,06, Chincheros,11, Los Chankas
03, Apurímac,06, Chincheros,12, Ahuayro
03, Apurímac,07, Grau,01, Chuquibambilla
03, Apurímac,07, Grau,02, Curpahuasi
03, Apurímac,07, Grau,03, Gamarra
03, Apurímac,07, Grau,04, Huayllati
03, Apurímac,07, Grau,05, Mamara
03, Apurímac,07, Grau,06, Micaela Bastidas
03, Apurímac,07, Grau,07, Pataypampa
03, Apurímac,07, Grau,08, Progreso
03, Apurímac,07, Grau,09, San Antonio
03, Apurímac,07, Grau,10, Santa Rosa
03, Apurímac,07, Grau,11, Turpay
03, Apurímac,07, Grau,12, Vilcabamba
03, Apurímac,07, Grau,13, Virundo
03, Apurímac,07, Grau,14, Curasco
04, Arequipa,01, Arequipa,01, Arequipa
04, Arequipa,01, Arequipa,02, Alto Selva Alegre
04, Arequipa,01, Arequipa,03, Cayma
04, Arequipa,01, Arequipa,04, Cerro Colorado
04, Arequipa,01, Arequipa,05, Characato
04, Arequipa,01, Arequipa,06, Chiguata
04, Arequipa,01, Arequipa,07, Jacobo Hunter
04, Arequipa,01, Arequipa,08, La Joya
04, Arequipa,01, Arequipa,09, Mariano Melgar
04, Arequipa,01, Arequipa,10, Miraflores
04, Arequipa,01, Arequipa,11, Mollebaya
04, Arequipa,01, Arequipa,12, Paucarpata
04, Arequipa,01, Arequipa,13, Pocsi
04, Arequipa,01, Arequipa,14, Polobaya
04, Arequipa,01, Arequipa,15, Quequeña
04, Arequipa,01, Arequipa,16, Sabandia
04, Arequipa,01, Arequipa,17, Sachaca
04, Arequipa,01, Arequipa,18, San Juan de Siguas
04, Arequipa,01, Arequipa,19, San Juan de Tarucani
04, Arequipa,01, Arequipa,20, Santa Isabel de Siguas
04, Arequipa,01, Arequipa,21, Santa Rita de Siguas
04, Arequipa,01, Arequipa,22, Socabaya
04, Arequipa,01, Arequipa,23, Tiabaya
04, Arequipa,01, Arequipa,24, Uchumayo
04, Arequipa,01, Arequipa,25, Vitor
04, Arequipa,01, Arequipa,26, Yanahuara
04, Arequipa,01, Arequipa,27, Yarabamba
04, Arequipa,01, Arequipa,28, Yura
04, Arequipa,01, Arequipa,29, José Luis Bustamante Y Rivero
04, Arequipa,02, Camaná,01, Camaná
04, Arequipa,02, Camaná,02, José María Quimper
04, Arequipa,02, Camaná,03, Mariano Nicolás Valcárcel
04, Arequipa,02, Camaná,04, Mariscal Cáceres
04, Arequipa,02, Camaná,05, Nicolás de Pierola
04, Arequipa,02, Camaná,06, Ocoña
04, Arequipa,02, Camaná,07, Quilca
04, Arequipa,02, Camaná,08, Samuel Pastor
04, Arequipa,03, Caravelí,01, Caravelí
04, Arequipa,03, Caravelí,02, Acarí
04, Arequipa,03, Caravelí,03, Atico
04, Arequipa,03, Caravelí,04, Atiquipa
04, Arequipa,03, Caravelí,05, Bella Unión
04, Arequipa,03, Caravelí,06, Cahuacho
04, Arequipa,03, Caravelí,07, Chala
04, Arequipa,03, Caravelí,08, Chaparra
04, Arequipa,03, Caravelí,09, Huanuhuanu
04, Arequipa,03, Caravelí,10, Jaqui
04, Arequipa,03, Caravelí,11, Lomas
04, Arequipa,03, Caravelí,12, Quicacha
04, Arequipa,03, Caravelí,13, Yauca
04, Arequipa,04, Castilla,01, Aplao
04, Arequipa,04, Castilla,02, Andagua
04, Arequipa,04, Castilla,03, Ayo
04, Arequipa,04, Castilla,04, Chachas
04, Arequipa,04, Castilla,05, Chilcaymarca
04, Arequipa,04, Castilla,06, Choco
04, Arequipa,04, Castilla,07, Huancarqui
04, Arequipa,04, Castilla,08, Machaguay
04, Arequipa,04, Castilla,09, Orcopampa
04, Arequipa,04, Castilla,10, Pampacolca
04, Arequipa,04, Castilla,11, Tipan
04, Arequipa,04, Castilla,12, Uñon
04, Arequipa,04, Castilla,13, Uraca
04, Arequipa,04, Castilla,14, Viraco
04, Arequipa,05, Caylloma,01, Chivay
04, Arequipa,05, Caylloma,02, Achoma
04, Arequipa,05, Caylloma,03, Cabanaconde
04, Arequipa,05, Caylloma,04, Callalli
04, Arequipa,05, Caylloma,05, Caylloma
04, Arequipa,05, Caylloma,06, Coporaque
04, Arequipa,05, Caylloma,07, Huambo
04, Arequipa,05, Caylloma,08, Huanca
04, Arequipa,05, Caylloma,09, Ichupampa
04, Arequipa,05, Caylloma,10, Lari
04, Arequipa,05, Caylloma,11, Lluta
04, Arequipa,05, Caylloma,12, Maca
04, Arequipa,05, Caylloma,13, Madrigal
04, Arequipa,05, Caylloma,14, San Antonio de Chuca
04, Arequipa,05, Caylloma,15, Sibayo
04, Arequipa,05, Caylloma,16, Tapay
04, Arequipa,05, Caylloma,17, Tisco
04, Arequipa,05, Caylloma,18, Tuti
04, Arequipa,05, Caylloma,19, Yanque
04, Arequipa,05, Caylloma,20, Majes
04, Arequipa,06, Condesuyos,01, Chuquibamba
04, Arequipa,06, Condesuyos,02, Andaray
04, Arequipa,06, Condesuyos,03, Cayarani
04, Arequipa,06, Condesuyos,04, Chichas
04, Arequipa,06, Condesuyos,05, Iray
04, Arequipa,06, Condesuyos,06, Río Grande
04, Arequipa,06, Condesuyos,07, Salamanca
04, Arequipa,06, Condesuyos,08, Yanaquihua
04, Arequipa,07, Islay,01, Mollendo
04, Arequipa,07, Islay,02, Cocachacra
04, Arequipa,07, Islay,03, Dean Valdivia
04, Arequipa,07, Islay,04, Islay
04, Arequipa,07, Islay,05, Mejia
04, Arequipa,07, Islay,06, Punta de Bombón
04, Arequipa,08, La Uniòn,01, Cotahuasi
04, Arequipa,08, La Uniòn,02, Alca
04, Arequipa,08, La Uniòn,03, Charcana
04, Arequipa,08, La Uniòn,04, Huaynacotas
04, Arequipa,08, La Uniòn,05, Pampamarca
04, Arequipa,08, La Uniòn,06, Puyca
04, Arequipa,08, La Uniòn,07, Quechualla
04, Arequipa,08, La Uniòn,08, Sayla
04, Arequipa,08, La Uniòn,09, Tauria
04, Arequipa,08, La Uniòn,10, Tomepampa
04, Arequipa,08, La Uniòn,11, Toro
05, Ayacucho,01, Huamanga,01, Ayacucho
05, Ayacucho,01, Huamanga,02, Acocro
05, Ayacucho,01, Huamanga,03, Acos Vinchos
05, Ayacucho,01, Huamanga,04, Carmen Alto
05, Ayacucho,01, Huamanga,05, Chiara
05, Ayacucho,01, Huamanga,06, Ocros
05, Ayacucho,01, Huamanga,07, Pacaycasa
05, Ayacucho,01, Huamanga,08, Quinua
05, Ayacucho,01, Huamanga,09, San José de Ticllas
05, Ayacucho,01, Huamanga,10, San Juan Bautista
05, Ayacucho,01, Huamanga,11, Santiago de Pischa
05, Ayacucho,01, Huamanga,12, Socos
05, Ayacucho,01, Huamanga,13, Tambillo
05, Ayacucho,01, Huamanga,14, Vinchos
05, Ayacucho,01, Huamanga,15, Jesús Nazareno
05, Ayacucho,01, Huamanga,16, Andrés Avelino Cáceres Dorregaray
05, Ayacucho,02, Cangallo,01, Cangallo
05, Ayacucho,02, Cangallo,02, Chuschi
05, Ayacucho,02, Cangallo,03, Los Morochucos
05, Ayacucho,02, Cangallo,04, María Parado de Bellido
05, Ayacucho,02, Cangallo,05, Paras
05, Ayacucho,02, Cangallo,06, Totos
05, Ayacucho,03, Huanca Sancos,01, Sancos
05, Ayacucho,03, Huanca Sancos,02, Carapo
05, Ayacucho,03, Huanca Sancos,03, Sacsamarca
05, Ayacucho,03, Huanca Sancos,04, Santiago de Lucanamarca
05, Ayacucho,04, Huanta,01, Huanta
05, Ayacucho,04, Huanta,02, Ayahuanco
05, Ayacucho,04, Huanta,03, Huamanguilla
05, Ayacucho,04, Huanta,04, Iguain
05, Ayacucho,04, Huanta,05, Luricocha
05, Ayacucho,04, Huanta,06, Santillana
05, Ayacucho,04, Huanta,07, Sivia
05, Ayacucho,04, Huanta,08, Llochegua
05, Ayacucho,04, Huanta,09, Canayre
05, Ayacucho,04, Huanta,10, Uchuraccay
05, Ayacucho,04, Huanta,11, Pucacolpa
05, Ayacucho,04, Huanta,12, Chaca
05, Ayacucho,04, Huanta,13, Putis
05, Ayacucho,05, La Mar,01, San Miguel
05, Ayacucho,05, La Mar,02, Anco
05, Ayacucho,05, La Mar,03, Ayna
05, Ayacucho,05, La Mar,04, Chilcas
05, Ayacucho,05, La Mar,05, Chungui
05, Ayacucho,05, La Mar,06, Luis Carranza
05, Ayacucho,05, La Mar,07, Santa Rosa
05, Ayacucho,05, La Mar,08, Tambo
05, Ayacucho,05, La Mar,09, Samugari
05, Ayacucho,05, La Mar,10, Anchihuay
05, Ayacucho,05, La Mar,11, Oronccoy
05, Ayacucho,05, La Mar,12, Unión Progreso
05, Ayacucho,05, La Mar,13, Rio Magdalena
05, Ayacucho,05, La Mar,14, Ninabamba
05, Ayacucho,05, La Mar,15, Patibamba
05, Ayacucho,06, Lucanas,01, Puquio
05, Ayacucho,06, Lucanas,02, Aucara
05, Ayacucho,06, Lucanas,03, Cabana
05, Ayacucho,06, Lucanas,04, Carmen Salcedo
05, Ayacucho,06, Lucanas,05, Chaviña
05, Ayacucho,06, Lucanas,06, Chipao
05, Ayacucho,06, Lucanas,07, Huac-Huas
05, Ayacucho,06, Lucanas,08, Laramate
05, Ayacucho,06, Lucanas,09, Leoncio Prado
05, Ayacucho,06, Lucanas,10, Llauta
05, Ayacucho,06, Lucanas,11, Lucanas
05, Ayacucho,06, Lucanas,12, Ocaña
05, Ayacucho,06, Lucanas,13, Otoca
05, Ayacucho,06, Lucanas,14, Saisa
05, Ayacucho,06, Lucanas,15, San Cristóbal
05, Ayacucho,06, Lucanas,16, San Juan
05, Ayacucho,06, Lucanas,17, San Pedro
05, Ayacucho,06, Lucanas,18, San Pedro de Palco
05, Ayacucho,06, Lucanas,19, Sancos
05, Ayacucho,06, Lucanas,20, Santa Ana de Huaycahuacho
05, Ayacucho,06, Lucanas,21, Santa Lucia
05, Ayacucho,07, Parinacochas,01, Coracora
05, Ayacucho,07, Parinacochas,02, Chumpi
05, Ayacucho,07, Parinacochas,03, Coronel Castañeda
05, Ayacucho,07, Parinacochas,04, Pacapausa
05, Ayacucho,07, Parinacochas,05, Pullo
05, Ayacucho,07, Parinacochas,06, Puyusca
05, Ayacucho,07, Parinacochas,07, San Francisco de Rivacayco
05, Ayacucho,07, Parinacochas,08, Upahuacho
05, Ayacucho,08, Pàucar del Sara Sara,01, Pausa
05, Ayacucho,08, Pàucar del Sara Sara,02, Colta
05, Ayacucho,08, Pàucar del Sara Sara,03, Corculla
05, Ayacucho,08, Pàucar del Sara Sara,04, Lampa
05, Ayacucho,08, Pàucar del Sara Sara,05, Marcabamba
05, Ayacucho,08, Pàucar del Sara Sara,06, Oyolo
05, Ayacucho,08, Pàucar del Sara Sara,07, Pararca
05, Ayacucho,08, Pàucar del Sara Sara,08, San Javier de Alpabamba
05, Ayacucho,08, Pàucar del Sara Sara,09, San José de Ushua
05, Ayacucho,08, Pàucar del Sara Sara,10, Sara Sara
05, Ayacucho,09, Sucre,01, Querobamba
05, Ayacucho,09, Sucre,02, Belén
05, Ayacucho,09, Sucre,03, Chalcos
05, Ayacucho,09, Sucre,04, Chilcayoc
05, Ayacucho,09, Sucre,05, Huacaña
05, Ayacucho,09, Sucre,06, Morcolla
05, Ayacucho,09, Sucre,07, Paico
05, Ayacucho,09, Sucre,08, San Pedro de Larcay
05, Ayacucho,09, Sucre,09, San Salvador de Quije
05, Ayacucho,09, Sucre,10, Santiago de Paucaray
05, Ayacucho,09, Sucre,11, Soras
05, Ayacucho,10, Víctor Fajardo,01, Huancapi
05, Ayacucho,10, Víctor Fajardo,02, Alcamenca
05, Ayacucho,10, Víctor Fajardo,03, Apongo
05, Ayacucho,10, Víctor Fajardo,04, Asquipata
05, Ayacucho,10, Víctor Fajardo,05, Canaria
05, Ayacucho,10, Víctor Fajardo,06, Cayara
05, Ayacucho,10, Víctor Fajardo,07, Colca
05, Ayacucho,10, Víctor Fajardo,08, Huamanquiquia
05, Ayacucho,10, Víctor Fajardo,09, Huancaraylla
05, Ayacucho,10, Víctor Fajardo,10, Hualla
05, Ayacucho,10, Víctor Fajardo,11, Sarhua
05, Ayacucho,10, Víctor Fajardo,12, Vilcanchos
